rows,unique_values,reducers,skew,file_sizemap_records_1,reduce_records_1,mt_1,mt_med_1,mt_mu_1,mt_max_1,rt_1,rt_med_1,rt_mu_1,rt_max_1,t_repartition,map_records_2,mt_2,mt_med_2,mt_mu_2,mt_max_2,t_broadcast,map_records_3,mt_3,mt_med_3,mt_mu_3,mt_max_3,t_merge_1_1,t_merge_1_2,t_merge_2_1,t_merge_2_2,t_merge_3,t_merge
40000000,4000000,100,0.1,25280,44000000,40000000,10713;12589;10916;12722;11525;14256;9301;12802;11045;9541;11218;10789;11467;14017;9596;13042;7289;9337;11223;9509;11570;9496;9446;14472;9258;12839;9441;14160;9903;12764;9835;10903;13084;11215;14113;10920;13060;9464;11047;9805;11791;10790;13934;11181;12715;9250;10832;9413;11026;9526;11469;9708;9603;9598;13143;9574;12604;9678;14405;9536;12407;11485;12878;10481;12858;11327;14275;9569;9587;11311;10951;10650;9720;10860;12548;9304;10998;9427;11489;9552;11363;9534;13030;9778;9837;9404;12648;9658;12624;9248;12791;11049;12731;10785;9953;11596;12709;9433;11530;9532;10836;11430;13308;10838;9722;13025;9876;11493;9823;11163;9583;11612;12283;9291;14387;9383;12695;9562;9721;12646,10998,11108.791666666666,14472,9682;9062;9751;8813;10423;9636;9947;10155;9731;6739;10969;10435;9238;9524;6735;10990;10883;10938;10968;9868;11056;9730;10788;10611;5844;11246;9572;9336;9650;9269;9997;10879;10656;8370;9924;6491;10887;10453;10284;10906;6617;10967;10921;9405;11255;10865;10700;10981;11154;10126;11076;5785;8763;10592;8807;10645;10786;10806;7625;10704;10250;11054;6485;9597;10800;6492;9658;9495;11033;9473;9535;9531;9943;10790;11157;11091;10518;7630;11042;7735;10404;10857;9394;9874;9749;9787;10147;8970;6623;10694;10237;11189;11387;10896;10887;11395;10428;11554;10803;9931,10250,9875.31,11554,36707806531,40000000,173120;154211;161048;161059;182667;188279;165791;167437;177335;174562;202971;173616;161049;158669;167597;77960;198487;201884;207302;208431;175118;203355;203460;205301;207517;208369;162831;180933;172342;209609;166849;75454;174216;200286;175315;208427;170697;211076;179551;183543;172877;184397;173259;62878;161922;167084;163703;174467;168943;203271;202112;203835;209163;175375;165395;169136;164856;210447;202680;208473;209583;211143;206301;183297;201895;210207;160892;209383;163002;166731;209376;154417;206084;177407;209729;175824;76832;161105;201821;160107,177335,179214.1625,211143,235971112161,40000000,11784;8376;11456;9790;10696;6722;12046;9373;12192;9427;12182;9184;11392;10050;10358;10048;10749;10610;12929;10079;10637;11333;11581;10677;11082;11679;8947;11042;8526;11370;9337;10985;6718;12443;9248;12772;10306;11315;10130;11366;10256;7603;10461;12010;7488;10659;11086;11189;10813;10575;11808;9713;8952;11415;10664;9311;11694;9308;9321;11641;10120;12287;10034;11496;9251;11785;10601;7476;10689;12410;9369;11278;10993;10520;9762;9864;11045;11736;8495;9538;11692;8552;11171;11465;7111;11269;10591;11812;7146;11465;9837;7212;10188;12490;10493;7512;11833;11149;10479;11013,10659,10401.33,12929,15822155538,18724914649,28781620017,34609232137,24424707508,122362629849
